transaction_id,customer_id,customer_segment,account_age_days,prior_successful_payments,payment_method,transaction_amount,original_failure_at,failure_reason,retry_attempt_number,retry_window_minutes,retry_window_bucket,retry_at,hour_of_day,time_of_day_bucket,retry_success
T0002409,C03239,new,89,2,paypal,120.09,2025-01-22T17:30:10,processing_error,1,483,medium,2025-01-23T01:33:10,17,afternoon,1
T0002410,C03135,returning,519,11,credit_card,47.05,2025-05-18T19:49:46,network_error,3,6,short,2025-05-18T19:55:46,19,evening,1
T0002411,C00411,new,82,0,credit_card,93.72,2025-06-11T14:03:35,incorrect_cvv,1,126,medium,2025-06-11T16:09:35,14,afternoon,0
T0002412,C02438,new,78,1,credit_card,62.82,2025-03-22T21:05:02,insufficient_funds,2,3,immediate,2025-03-22T21:08:02,21,evening,0
T0002413,C02053,loyal,987,53,credit_card,49.27,2025-05-03T18:50:25,expired_card,1,338,medium,2025-05-04T00:28:25,18,evening,0
T0002414,C00405,returning,197,13,bank_transfer,52.42,2025-01-26T18:10:44,processing_error,3,965,medium,2025-01-27T10:15:44,18,evening,1
T0002415,C01530,returning,719,6,digital_wallet,14.68,2025-02-22T19:07:00,bank_decline_generic,1,3366,long,2025-02-25T03:13:00,19,evening,0
T0002416,C00317,loyal,828,176,digital_wallet,50.07,2025-05-31T23:14:53,insufficient_funds,1,1,immediate,2025-05-31T23:15:53,23,evening,0
T0002417,C01750,new,21,0,debit_card,17.59,2025-01-13T21:31:01,bank_decline_generic,2,2,immediate,2025-01-13T21:33:01,21,evening,0
T0002418,C03614,returning,579,14,credit_card,46.47,2025-04-11T17:50:09,bank_decline_generic,1,139,medium,2025-04-11T20:09:09,17,afternoon,0
T0002419,C03362,loyal,837,137,bank_transfer,32.0,2025-06-20T09:09:16,processing_error,3,1,immediate,2025-06-20T09:10:16,9,morning,1
T0002420,C02002,new,70,2,paypal,52.06,2025-05-14T22:09:00,insufficient_funds,2,28,short,2025-05-14T22:37:00,22,evening,0
T0002421,C03339,new,15,2,paypal,87.58,2025-03-31T11:33:56,insufficient_funds,1,17,short,2025-03-31T11:50:56,11,morning,1
T0002422,C01748,new,30,2,credit_card,62.22,2025-04-23T21:26:25,bank_decline_generic,1,241,medium,2025-04-24T01:27:25,21,evening,1
T0002423,C02608,returning,306,16,debit_card,147.66,2025-04-27T06:40:02,insufficient_funds,1,89,medium,2025-04-27T08:09:02,6,morning,0
T0002424,C02932,loyal,2408,196,credit_card,41.97,2025-03-31T18:07:15,network_error,1,3458,long,2025-04-03T03:45:15,18,evening,1
T0002425,C00854,returning,582,9,credit_card,95.64,2025-04-12T21:29:49,insufficient_funds,2,6529,long,2025-04-17T10:18:49,21,evening,1
T0002426,C01157,loyal,2600,195,debit_card,12.42,2025-03-01T19:49:51,insufficient_funds,2,11,short,2025-03-01T20:00:51,19,evening,0
T0002427,C02886,returning,391,6,credit_card,69.62,2025-01-20T20:14:24,incorrect_cvv,1,1023,medium,2025-01-21T13:17:24,20,evening,0
T0002428,C01565,new,62,0,credit_card,66.32,2025-02-01T23:49:48,network_error,2,6383,long,2025-02-06T10:12:48,23,evening,0
T0002429,C03615,loyal,2257,161,credit_card,188.95,2025-01-02T22:14:53,processing_error,1,7,short,2025-01-02T22:21:53,22,evening,1
T0002430,C02696,new,2,2,paypal,41.69,2025-01-02T07:19:56,insufficient_funds,2,2880,long,2025-01-04T07:19:56,7,morning,1
T0002431,C00273,new,71,1,digital_wallet,117.61,2025-02-23T08:04:07,network_error,1,30,short,2025-02-23T08:34:07,8,morning,1
T0002432,C02551,new,87,1,credit_card,79.14,2025-06-22T14:47:38,fraud_suspected,2,88,medium,2025-06-22T16:15:38,14,afternoon,0
T0002433,C03329,returning,410,9,digital_wallet,54.2,2025-05-06T16:16:18,insufficient_funds,1,2,immediate,2025-05-06T16:18:18,16,afternoon,0
T0002434,C02578,returning,599,20,credit_card,43.44,2025-04-18T00:40:33,insufficient_funds,2,1168,medium,2025-04-18T20:08:33,0,night,0
T0002435,C02571,returning,511,14,debit_card,12.77,2025-02-17T06:03:29,expired_card,2,297,medium,2025-02-17T11:00:29,6,morning,0
T0002436,C01168,returning,213,5,paypal,50.89,2025-01-06T19:42:51,expired_card,3,1,immediate,2025-01-06T19:43:51,19,evening,0
T0002437,C01667,loyal,1957,170,credit_card,58.35,2025-05-21T08:34:46,network_error,1,2,immediate,2025-05-21T08:36:46,8,morning,1
T0002438,C01959,returning,512,5,credit_card,188.19,2025-06-04T15:37:30,bank_decline_generic,2,2,immediate,2025-06-04T15:39:30,15,afternoon,0
T0002439,C02174,loyal,2339,130,credit_card,57.47,2025-06-04T11:22:44,expired_card,1,1182,medium,2025-06-05T07:04:44,11,morning,0
T0002440,C03050,new,14,2,paypal,84.66,2025-03-28T15:51:17,incorrect_cvv,1,40,short,2025-03-28T16:31:17,15,afternoon,1
T0002441,C01550,loyal,2918,59,paypal,350.47,2025-05-25T13:11:54,bank_decline_generic,1,2,immediate,2025-05-25T13:13:54,13,afternoon,1
T0002442,C02623,new,62,1,digital_wallet,46.56,2025-02-07T16:55:42,insufficient_funds,1,14,short,2025-02-07T17:09:42,16,afternoon,0
T0002443,C00430,loyal,1203,88,bank_transfer,27.23,2025-01-31T11:33:46,bank_decline_generic,3,89,medium,2025-01-31T13:02:46,11,morning,0
T0002444,C00831,returning,221,8,paypal,29.76,2025-03-21T08:18:53,network_error,1,2,immediate,2025-03-21T08:20:53,8,morning,1
T0002445,C03554,returning,172,8,upi,21.77,2025-03-30T22:14:20,card_not_activated,2,119,medium,2025-03-31T00:13:20,22,evening,1
T0002446,C03291,loyal,1181,142,debit_card,9.65,2025-05-30T19:11:21,expired_card,2,279,medium,2025-05-30T23:50:21,19,evening,0
T0002447,C03431,returning,336,18,credit_card,72.17,2025-05-29T08:41:38,network_error,1,3265,long,2025-05-31T15:06:38,8,morning,1
T0002448,C01340,returning,302,7,debit_card,92.63,2025-03-19T17:50:08,insufficient_funds,2,43,short,2025-03-19T18:33:08,17,afternoon,0
T0002449,C02367,returning,227,19,debit_card,81.93,2025-05-05T08:46:34,expired_card,1,211,medium,2025-05-05T12:17:34,8,morning,0
T0002450,C00403,loyal,899,183,credit_card,51.18,2025-03-16T19:45:34,expired_card,2,2005,long,2025-03-18T05:10:34,19,evening,0
T0002451,C02784,returning,164,13,credit_card,43.18,2025-05-19T10:26:15,insufficient_funds,1,31,short,2025-05-19T10:57:15,10,morning,0
T0002452,C00375,new,88,2,bank_transfer,51.53,2025-01-13T20:47:51,network_error,1,54,short,2025-01-13T21:41:51,20,evening,0
T0002453,C03816,returning,468,8,credit_card,24.2,2025-06-18T09:00:29,processing_error,2,800,medium,2025-06-18T22:20:29,9,morning,1
T0002454,C01176,returning,562,13,paypal,89.57,2025-06-13T19:50:22,bank_decline_generic,1,6,short,2025-06-13T19:56:22,19,evening,0
T0002455,C03152,new,77,1,upi,34.43,2025-05-18T13:02:21,network_error,2,3,immediate,2025-05-18T13:05:21,13,afternoon,0
T0002456,C03943,returning,215,19,bank_transfer,125.23,2025-01-09T22:36:41,fraud_suspected,2,5,immediate,2025-01-09T22:41:41,22,evening,0
T0002457,C02467,returning,212,14,digital_wallet,21.31,2025-06-16T20:13:08,network_error,2,3784,long,2025-06-19T11:17:08,20,evening,1
T0002458,C03364,loyal,1854,135,bank_transfer,48.28,2025-03-26T15:32:54,incorrect_cvv,1,34,short,2025-03-26T16:06:54,15,afternoon,1
T0002459,C00873,loyal,771,200,paypal,78.1,2025-01-24T16:45:43,network_error,1,16,short,2025-01-24T17:01:43,16,afternoon,1
T0002460,C02441,returning,688,6,paypal,44.9,2025-04-28T08:26:21,insufficient_funds,1,1248,medium,2025-04-29T05:14:21,8,morning,1
T0002461,C02045,loyal,1645,197,debit_card,31.61,2025-03-27T18:20:47,insufficient_funds,2,11,short,2025-03-27T18:31:47,18,evening,0
T0002462,C03191,loyal,1724,79,paypal,89.7,2025-06-19T14:50:47,insufficient_funds,1,2129,long,2025-06-21T02:19:47,14,afternoon,0
T0002463,C01157,loyal,2600,195,debit_card,48.0,2025-02-16T11:45:50,processing_error,1,14,short,2025-02-16T11:59:50,11,morning,1
T0002464,C00248,loyal,1707,148,digital_wallet,44.7,2025-06-20T08:27:48,bank_decline_generic,1,12,short,2025-06-20T08:39:48,8,morning,0
T0002465,C03079,returning,498,5,paypal,37.46,2025-05-15T09:11:34,insufficient_funds,1,1209,medium,2025-05-16T05:20:34,9,morning,1
T0002466,C02023,loyal,2544,193,credit_card,61.2,2025-02-28T17:18:27,processing_error,1,2,immediate,2025-02-28T17:20:27,17,afternoon,1
T0002467,C00519,loyal,2075,62,paypal,82.35,2025-03-05T15:31:30,expired_card,1,4,immediate,2025-03-05T15:35:30,15,afternoon,0
T0002468,C00214,returning,514,4,credit_card,23.76,2025-03-22T11:26:39,network_error,1,32,short,2025-03-22T11:58:39,11,morning,0
T0002469,C00660,loyal,1072,50,bank_transfer,77.8,2025-05-05T20:53:44,card_not_activated,2,132,medium,2025-05-05T23:05:44,20,evening,0
T0002470,C02925,returning,275,12,paypal,49.33,2025-03-28T13:24:23,incorrect_cvv,1,3,immediate,2025-03-28T13:27:23,13,afternoon,1
T0002471,C00948,new,87,2,credit_card,24.08,2025-02-11T23:28:54,processing_error,1,11,short,2025-02-11T23:39:54,23,evening,0
T0002472,C03616,returning,422,15,credit_card,75.63,2025-05-28T07:11:45,insufficient_funds,3,3,immediate,2025-05-28T07:14:45,7,morning,1
T0002473,C03025,loyal,2017,64,digital_wallet,43.61,2025-05-23T18:58:56,network_error,2,49,short,2025-05-23T19:47:56,18,evening,1
T0002474,C03614,returning,579,14,credit_card,45.25,2025-01-19T20:32:59,expired_card,2,18,short,2025-01-19T20:50:59,20,evening,0
T0002475,C03941,loyal,734,82,credit_card,13.18,2025-04-08T17:46:31,network_error,1,263,medium,2025-04-08T22:09:31,17,afternoon,1
T0002476,C03382,returning,312,7,credit_card,56.38,2025-05-06T21:03:59,incorrect_cvv,2,1190,medium,2025-05-07T16:53:59,21,evening,0
T0002477,C00080,loyal,2987,60,credit_card,55.85,2025-06-16T18:47:58,insufficient_funds,1,2,immediate,2025-06-16T18:49:58,18,evening,0
T0002478,C00069,loyal,1729,169,debit_card,18.3,2025-03-16T22:21:03,network_error,3,7953,long,2025-03-22T10:54:03,22,evening,1
T0002479,C01646,new,37,2,paypal,35.92,2025-06-06T10:21:11,bank_decline_generic,1,2,immediate,2025-06-06T10:23:11,10,morning,0
T0002480,C03970,loyal,2205,50,credit_card,53.8,2025-06-02T23:40:43,incorrect_cvv,1,392,medium,2025-06-03T06:12:43,23,evening,1
T0002481,C00576,loyal,2084,98,upi,35.15,2025-03-29T13:24:09,insufficient_funds,1,42,short,2025-03-29T14:06:09,13,afternoon,1
T0002482,C03414,loyal,1055,107,debit_card,230.46,2025-02-08T22:58:32,network_error,2,11,short,2025-02-08T23:09:32,22,evening,1
T0002483,C01468,new,70,0,credit_card,11.31,2025-06-18T23:03:02,network_error,1,4,immediate,2025-06-18T23:07:02,23,evening,1
T0002484,C00121,new,83,2,credit_card,35.87,2025-02-18T09:15:51,network_error,1,1,immediate,2025-02-18T09:16:51,9,morning,1
T0002485,C02505,loyal,1037,198,debit_card,197.3,2025-04-10T16:30:55,bank_decline_generic,1,1,immediate,2025-04-10T16:31:55,16,afternoon,0
T0002486,C01180,returning,279,18,debit_card,23.03,2025-05-05T16:06:02,bank_decline_generic,1,17,short,2025-05-05T16:23:02,16,afternoon,0
T0002487,C00353,loyal,1090,178,debit_card,174.28,2025-03-07T23:46:59,incorrect_cvv,1,9,short,2025-03-07T23:55:59,23,evening,0
T0002488,C03274,loyal,2360,46,debit_card,19.39,2025-03-23T18:40:20,insufficient_funds,1,1,immediate,2025-03-23T18:41:20,18,evening,0
T0002489,C03709,returning,553,9,paypal,169.99,2025-05-14T13:32:27,insufficient_funds,1,887,medium,2025-05-15T04:19:27,13,afternoon,0
T0002490,C02421,loyal,2557,182,paypal,74.95,2025-03-15T18:30:00,processing_error,1,284,medium,2025-03-15T23:14:00,18,evening,1
T0002491,C01714,returning,485,12,debit_card,49.57,2025-02-23T11:11:28,incorrect_cvv,1,1225,medium,2025-02-24T07:36:28,11,morning,0
T0002492,C01696,returning,170,3,bank_transfer,59.87,2025-02-25T13:21:53,processing_error,2,79,medium,2025-02-25T14:40:53,13,afternoon,0
T0002493,C03341,loyal,888,118,bank_transfer,39.61,2025-04-10T14:17:38,bank_decline_generic,2,5,short,2025-04-10T14:22:38,14,afternoon,0
T0002494,C02596,returning,186,5,credit_card,21.83,2025-03-13T12:47:50,incorrect_cvv,1,4,immediate,2025-03-13T12:51:50,12,afternoon,0
T0002495,C01048,new,87,0,credit_card,36.38,2025-01-04T21:07:14,insufficient_funds,1,5,immediate,2025-01-04T21:12:14,21,evening,0
T0002496,C03199,returning,311,18,credit_card,72.38,2025-01-01T16:53:57,expired_card,1,5070,long,2025-01-05T05:23:57,16,afternoon,1
T0002497,C03831,loyal,1194,175,digital_wallet,26.57,2025-01-29T20:16:31,incorrect_cvv,1,5,immediate,2025-01-29T20:21:31,20,evening,1
T0002498,C03391,new,64,2,debit_card,70.94,2025-05-28T13:07:40,incorrect_cvv,2,22,short,2025-05-28T13:29:40,13,afternoon,0
T0002499,C03031,returning,94,12,credit_card,76.61,2025-02-13T19:39:49,insufficient_funds,1,30,short,2025-02-13T20:09:49,19,evening,1
T0002500,C02321,returning,126,5,upi,24.36,2025-03-09T15:28:13,processing_error,1,1296,medium,2025-03-10T13:04:13,15,afternoon,0
T0002501,C01004,loyal,2785,119,debit_card,60.38,2025-06-06T20:38:53,processing_error,3,16,short,2025-06-06T20:54:53,20,evening,1
T0002502,C01522,returning,670,8,digital_wallet,167.55,2025-06-29T21:25:01,processing_error,1,8782,long,2025-07-05T23:47:01,21,evening,0
T0002503,C00227,new,38,2,debit_card,36.75,2025-01-30T23:09:26,processing_error,2,19,short,2025-01-30T23:28:26,23,evening,0
T0002504,C03424,loyal,845,180,paypal,30.09,2025-02-14T18:30:04,incorrect_cvv,1,3,immediate,2025-02-14T18:33:04,18,evening,1
T0002505,C03800,loyal,2313,167,credit_card,68.8,2025-04-21T10:02:23,insufficient_funds,1,6,short,2025-04-21T10:08:23,10,morning,1
T0002506,C01122,loyal,1121,129,credit_card,41.25,2025-04-02T15:24:22,insufficient_funds,1,35,short,2025-04-02T15:59:22,15,afternoon,0
T0002507,C00852,returning,593,7,credit_card,74.03,2025-01-05T13:23:30,insufficient_funds,1,41,short,2025-01-05T14:04:30,13,afternoon,0
T0002508,C00127,loyal,2468,161,debit_card,70.53,2025-04-18T21:45:19,bank_decline_generic,1,29,short,2025-04-18T22:14:19,21,evening,0
T0002509,C02043,returning,550,13,credit_card,157.9,2025-05-14T22:36:10,fraud_suspected,2,5051,long,2025-05-18T10:47:10,22,evening,0
T0002510,C01257,returning,570,11,digital_wallet,62.44,2025-05-26T10:46:38,network_error,3,4,immediate,2025-05-26T10:50:38,10,morning,1
T0002511,C02873,loyal,2400,113,credit_card,97.86,2025-05-21T21:38:40,expired_card,2,1,immediate,2025-05-21T21:39:40,21,evening,0
T0002512,C00127,loyal,2468,161,debit_card,149.95,2025-01-03T08:49:23,processing_error,1,273,medium,2025-01-03T13:22:23,8,morning,0
T0002513,C03586,returning,440,14,bank_transfer,21.89,2025-04-20T10:34:44,insufficient_funds,1,2,immediate,2025-04-20T10:36:44,10,morning,0
T0002514,C03575,returning,267,7,debit_card,57.62,2025-05-28T22:02:31,expired_card,2,1,immediate,2025-05-28T22:03:31,22,evening,0
T0002515,C01411,loyal,950,154,credit_card,31.02,2025-03-09T21:14:55,network_error,2,43,short,2025-03-09T21:57:55,21,evening,1
T0002516,C00387,new,57,1,upi,20.07,2025-04-15T23:19:17,bank_decline_generic,1,4,immediate,2025-04-15T23:23:17,23,evening,0
T0002517,C02259,loyal,2671,189,digital_wallet,73.88,2025-01-11T10:05:20,network_error,1,4,immediate,2025-01-11T10:09:20,10,morning,1
T0002518,C00052,loyal,942,193,paypal,81.02,2025-06-08T09:57:07,processing_error,2,1,immediate,2025-06-08T09:58:07,9,morning,1
T0002519,C00465,returning,254,13,upi,66.24,2025-02-07T23:43:24,processing_error,1,40,short,2025-02-08T00:23:24,23,evening,1
T0002520,C02261,returning,623,19,credit_card,38.52,2025-04-22T22:15:00,fraud_suspected,1,2,immediate,2025-04-22T22:17:00,22,evening,0
T0002521,C03463,new,72,1,credit_card,28.78,2025-02-06T19:36:06,insufficient_funds,2,10,short,2025-02-06T19:46:06,19,evening,0
T0002522,C02212,new,24,0,credit_card,43.37,2025-02-22T10:00:38,bank_decline_generic,1,52,short,2025-02-22T10:52:38,10,morning,0
T0002523,C00757,new,73,2,credit_card,173.53,2025-06-13T22:43:23,expired_card,1,19,short,2025-06-13T23:02:23,22,evening,1
T0002524,C03348,loyal,1868,91,digital_wallet,75.92,2025-01-02T16:19:17,processing_error,2,189,medium,2025-01-02T19:28:17,16,afternoon,1
T0002525,C01355,new,1,1,upi,37.85,2025-05-03T12:24:27,bank_decline_generic,1,839,medium,2025-05-04T02:23:27,12,afternoon,0
T0002526,C01839,loyal,2013,146,bank_transfer,36.1,2025-04-15T21:13:52,bank_decline_generic,1,55,short,2025-04-15T22:08:52,21,evening,0
T0002527,C01850,loyal,827,93,paypal,137.28,2025-06-13T16:45:12,expired_card,2,3,immediate,2025-06-13T16:48:12,16,afternoon,0
T0002528,C00105,returning,92,19,digital_wallet,31.73,2025-06-26T19:31:04,card_not_activated,1,160,medium,2025-06-26T22:11:04,19,evening,0
T0002529,C03262,loyal,2062,101,digital_wallet,87.35,2025-01-26T14:26:48,processing_error,3,2,immediate,2025-01-26T14:28:48,14,afternoon,1
T0002530,C02448,loyal,1459,186,credit_card,195.38,2025-02-21T12:10:15,incorrect_cvv,1,6768,long,2025-02-26T04:58:15,12,afternoon,1
T0002531,C00727,new,67,2,credit_card,31.57,2025-05-03T08:23:26,incorrect_cvv,1,8417,long,2025-05-09T04:40:26,8,morning,0
T0002532,C00118,new,5,0,upi,11.89,2025-06-26T15:42:22,card_not_activated,1,9,short,2025-06-26T15:51:22,15,afternoon,0
T0002533,C03661,returning,661,11,credit_card,180.79,2025-02-22T09:34:44,processing_error,1,3484,long,2025-02-24T19:38:44,9,morning,0
T0002534,C03922,returning,155,18,bank_transfer,116.69,2025-02-27T10:26:05,bank_decline_generic,1,12,short,2025-02-27T10:38:05,10,morning,1
T0002535,C00569,returning,565,4,debit_card,93.01,2025-03-25T15:23:18,bank_decline_generic,2,2,immediate,2025-03-25T15:25:18,15,afternoon,0
T0002536,C01463,returning,682,17,credit_card,74.0,2025-03-10T17:02:10,processing_error,2,4,immediate,2025-03-10T17:06:10,17,afternoon,1
T0002537,C01730,loyal,2288,175,paypal,32.82,2025-03-25T22:32:54,expired_card,1,18,short,2025-03-25T22:50:54,22,evening,0
T0002538,C01359,returning,713,15,paypal,46.19,2025-05-26T09:05:42,incorrect_cvv,3,6,short,2025-05-26T09:11:42,9,morning,1
T0002539,C01943,loyal,2377,71,digital_wallet,47.76,2025-02-06T11:29:53,network_error,1,1,immediate,2025-02-06T11:30:53,11,morning,1
T0002540,C02440,loyal,1444,86,debit_card,61.59,2025-02-01T21:22:33,incorrect_cvv,3,18,short,2025-02-01T21:40:33,21,evening,0
T0002541,C02537,loyal,2251,42,paypal,58.69,2025-05-16T18:31:19,insufficient_funds,1,15,short,2025-05-16T18:46:19,18,evening,1
T0002542,C01953,new,74,2,paypal,30.54,2025-03-27T14:36:51,bank_decline_generic,1,2,immediate,2025-03-27T14:38:51,14,afternoon,1
T0002543,C02024,loyal,2262,174,debit_card,52.3,2025-02-20T12:04:37,bank_decline_generic,1,10,short,2025-02-20T12:14:37,12,afternoon,1
T0002544,C03853,loyal,1102,178,debit_card,39.07,2025-01-17T18:03:57,bank_decline_generic,3,9,short,2025-01-17T18:12:57,18,evening,1
T0002545,C03384,returning,660,20,upi,26.51,2025-06-09T12:39:06,network_error,2,1781,long,2025-06-10T18:20:06,12,afternoon,0
T0002546,C03593,returning,677,10,paypal,23.43,2025-01-02T18:05:12,expired_card,1,18,short,2025-01-02T18:23:12,18,evening,1
T0002547,C02575,loyal,2512,183,credit_card,48.38,2025-02-28T21:06:19,network_error,2,3,immediate,2025-02-28T21:09:19,21,evening,1
T0002548,C02198,new,24,0,debit_card,104.45,2025-04-26T13:46:04,bank_decline_generic,1,19,short,2025-04-26T14:05:04,13,afternoon,0
T0002549,C02163,returning,273,9,paypal,41.1,2025-06-16T14:10:12,processing_error,1,3,immediate,2025-06-16T14:13:12,14,afternoon,1
T0002550,C00014,returning,464,8,debit_card,107.89,2025-01-02T12:00:16,expired_card,2,511,medium,2025-01-02T20:31:16,12,afternoon,0
T0002551,C00849,new,26,0,debit_card,60.4,2025-04-06T17:24:15,processing_error,1,5,immediate,2025-04-06T17:29:15,17,afternoon,0
T0002552,C01052,returning,534,13,credit_card,23.54,2025-06-28T17:56:02,expired_card,1,2,immediate,2025-06-28T17:58:02,17,afternoon,0
T0002553,C03307,new,73,1,credit_card,30.64,2025-02-10T05:50:52,fraud_suspected,1,1274,medium,2025-02-11T03:04:52,5,night,0
T0002554,C01758,loyal,1029,158,credit_card,229.16,2025-01-12T17:52:03,processing_error,1,23,short,2025-01-12T18:15:03,17,afternoon,1
T0002555,C00362,returning,144,13,credit_card,39.05,2025-02-17T07:54:24,expired_card,2,414,medium,2025-02-17T14:48:24,7,morning,0
T0002556,C03315,new,37,0,digital_wallet,145.24,2025-01-09T13:34:48,fraud_suspected,1,8,short,2025-01-09T13:42:48,13,afternoon,0
T0002557,C02466,new,13,1,debit_card,29.09,2025-04-26T11:36:19,incorrect_cvv,1,4326,long,2025-04-29T11:42:19,11,morning,0
T0002558,C02488,loyal,949,56,credit_card,23.69,2025-03-19T12:06:10,incorrect_cvv,2,306,medium,2025-03-19T17:12:10,12,afternoon,0
T0002559,C01711,new,14,1,credit_card,39.71,2025-01-12T09:47:00,insufficient_funds,1,1,immediate,2025-01-12T09:48:00,9,morning,0
T0002560,C03125,loyal,1042,182,debit_card,86.48,2025-02-04T06:18:47,incorrect_cvv,2,174,medium,2025-02-04T09:12:47,6,morning,0
T0002561,C02259,loyal,2671,189,digital_wallet,34.86,2025-05-03T10:27:56,network_error,1,3,immediate,2025-05-03T10:30:56,10,morning,1
T0002562,C02728,new,53,2,credit_card,23.47,2025-03-15T13:54:01,card_not_activated,1,19,short,2025-03-15T14:13:01,13,afternoon,0
T0002563,C03131,loyal,2258,158,credit_card,125.4,2025-01-21T01:02:42,bank_decline_generic,1,1,immediate,2025-01-21T01:03:42,1,night,1
T0002564,C00901,returning,706,3,credit_card,26.2,2025-04-18T12:16:06,expired_card,2,1,immediate,2025-04-18T12:17:06,12,afternoon,0
T0002565,C01292,loyal,1744,80,credit_card,99.42,2025-05-06T04:20:07,bank_decline_generic,1,2,immediate,2025-05-06T04:22:07,4,night,0
T0002566,C00406,returning,437,8,bank_transfer,56.75,2025-04-15T11:12:58,incorrect_cvv,1,8,short,2025-04-15T11:20:58,11,morning,1
